Unnamed: 0,categoria,asunto,preprocessed_text
599,ASUNTOS SOCIALES,"Tiempo medio en días de espera para la recepción del reconocimiento del grado de discapacidad y para la revisión del grado de discapacidad, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['espera', 'recepcion', 'reconocimiento', 'grado', 'discapacidad', 'revision', 'grado', 'discapacidad', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
600,ASUNTOS SOCIALES,"Trabajo de los programas de nuevas masculinidades en la juventud, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['programas', 'masculinidades', 'juventud', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
601,ASUNTOS SOCIALES,"Trabajos que se han realizado al objeto de elaborar y aprobar la ley de mecenazgo deportivo de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['trabajos', 'objeto', 'elaborar', 'aprobar', 'ley', 'mecenazgo', 'deportivo', 'canarias', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
602,MEDIO AMBIENTE,"Trámites que se están realizando en relación con el plan de charcos de canarias, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['tramites', 'realizando', 'relacion', 'plan', 'charcos', 'canarias', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
603,EDUCACIÓN Y COMUNICACIÓN,"Uso que se está dando a las instalaciones de la escuela unitaria del puerto de la estaca, el hierro, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['dando', 'instalaciones', 'escuela', 'unitaria', 'puerto', 'estaca', 'hierro', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
604,ASUNTOS SOCIALES,"Usuarios que se han acogido al bono bonito que impulsa el consumo en la palma, dirigida a la sra. consejera de turismo, industria y comercio.","['usuarios', 'acogido', 'bono', 'bonito', 'impulsa', 'consumo', 'palma', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
605,VIDA POLÍTICA,"Visitas que ha recibido la nueva web de justicia, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['visitas', 'recibido', 'web', 'justicia', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
606,ASUNTOS SOCIALES,"Visitas recibidas en el stand de la feria mic celebrada en barcelona, dirigida a la sra. consejera de turismo, industria y comercio.","['visitas', 'recibidas', 'stand', 'feria', 'mic', 'celebrada', 'barcelona', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
607,ENERGÍA,"Situación de la planificación actuación tic-1: gran canaria prevista en el plan de desarrollo de la red de transporte de energía eléctrica 2015-2020, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['situacion', 'planificacion', 'actuacion', 'tic1', 'canaria', 'prevista', 'plan', 'desarrollo', 'red', 'transporte', 'energia', 'electrica', '20152020', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
608,ENERGÍA,"Situación de la planificación actuación tic-2: gran canaria prevista en el plan de desarrollo de la red de transporte de energía eléctrica 2015-2020, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['situacion', 'planificacion', 'actuacion', 'tic2', 'canaria', 'prevista', 'plan', 'desarrollo', 'red', 'transporte', 'energia', 'electrica', '20152020', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
609,ENERGÍA,"Situación de la planificación actuación tic-3: gran canaria prevista en el plan de desarrollo de la red de transporte de energía eléctrica 2015-2020, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['situacion', 'planificacion', 'actuacion', 'tic3', 'canaria', 'prevista', 'plan', 'desarrollo', 'red', 'transporte', 'energia', 'electrica', '20152020', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
610,ENERGÍA,"Tecnologías de almacenamiento de energía que se pretenden implantar, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['tecnologias', 'almacenamiento', 'energia', 'pretenden', 'implantar', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
611,ENERGÍA,"El enlace de la plataforma de la dirección general de energía, que permita a los interesados acceder a los expedientes en tramitación, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['enlace', 'plataforma', 'direccion', 'energia', 'permita', 'interesados', 'acceder', 'expedientes', 'tramitacion', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
612,ENERGÍA,"Las previsiones para garantizar que la población disponga de energía asequible como marca el ods 7, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial","['previsiones', 'garantizar', 'poblacion', 'disponga', 'energia', 'asequible', 'como', 'marca', 'ods', '7', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
613,ENERGÍA,"La posición del gobierno respecto al tratado sobre la carta de la energía, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['posicion', 'gobierno', 'tratado', 'carta', 'energia', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
614,ENERGÍA,"El impacto en el sistema de producción de energía eléctrica durante la pandemia del covid-19, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['impacto', 'sistema', 'produccion', 'energia', 'electrica', 'pandemia', 'covid19', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
615,ENERGÍA,"Medidas impulsadas en materia de energía para consumidores domésticos, trabajadores autónomos, pymes y empresas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['medidas', 'impulsadas', 'materia', 'energia', 'consumidores', 'domesticos', 'trabajadores', 'autonomos', 'pymes', 'empresas', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
616,ENERGÍA,"Previsión del plan de transición energética para el almacenamiento de la energía en fuerteventura, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['prevision', 'plan', 'transicion', 'energetica', 'almacenamiento', 'energia', 'fuerteventura', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
617,ENERGÍA,"Obras relacionadas con la energía y cronograma del plan de transición energética en fuerteventura, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['obras', 'relacionadas', 'energia', 'cronograma', 'plan', 'transicion', 'energetica', 'fuerteventura', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
618,"PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN","Conclusiones del encuentro con el gobierno de españa para conciliar medidas de ciencia e investigación frente al covid-19, dirigida a la sra. consejera de economía, conocimiento y empleo.","['conclusiones', 'encuentro', 'gobierno', 'españa', 'conciliar', 'medidas', 'ciencia', 'investigacion', 'frente', 'covid19', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
619,"PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN","Proyectos de investigación sobre covid-19 del hospital dr. negrín, dirigida al sr. consejero de sanidad.","['proyectos', 'investigacion', 'covid19', 'hospital', 'dr', 'negrin', 'dirigida', 'consejero', 'sanidad']"
620,"PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN","El plan de mejora de la financiación de la universidad y la investigación universitaria, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['plan', 'mejora', 'financiacion', 'universidad', 'investigacion', 'universitaria', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
621,"PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN","Actuaciones de la agencia canaria de investigación, innovación y sociedad de la información para que quede operativa la señal de televisión en giniginámar (tuineje), dirigida a la sra. consejera de economía, conocimiento y empleo.","['actuaciones', 'agencia', 'canaria', 'investigacion', 'innovacion', 'sociedad', 'informacion', 'quede', 'operativa', 'señal', 'television', 'giniginamar', 'tuineje', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
622,"PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN","Líneas extraordinarias de colaboración con las universidades canarias para un mayor apoyo a la investigación y la ciencia por la situación derivada del covid-19, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['lineas', 'extraordinarias', 'colaboracion', 'universidades', 'canarias', 'apoyo', 'investigacion', 'ciencia', 'situacion', 'derivada', 'covid19', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
623,"PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN","El plan para la formación en el uso de drones y la aplicación de la biotecnología para prevenir daños en cultivos, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['plan', 'formacion', 'drones', 'aplicacion', 'biotecnologia', 'prevenir', 'daños', 'cultivos', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
624,"PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN","La implantación de tecnologías blockchain en el sector agrifood, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['implantacion', 'tecnologias', 'blockchain', 'sector', 'agrifood', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
625,"PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN","Importe de las transferencias a las universidades públicas de canarias para el apoyo a la investigación, dirigida al gobierno.","['importe', 'transferencias', 'universidades', 'publicas', 'canarias', 'apoyo', 'investigacion', 'dirigida', 'gobierno']"
626,"PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN","Si la agencia canaria de investigación, innovación y sociedad de la información tiene alguna solución para que se recupere la señal de televisión en tuineje, dirigida a la sra. consejera de economía, conocimiento y empleo.","['agencia', 'canaria', 'investigacion', 'innovacion', 'sociedad', 'informacion', 'solucion', 'recupere', 'señal', 'television', 'tuineje', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
627,"PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN","Proyectos futuros y líneas estratégicas de investigación que ha puesto en marcha el laboratorio de investigación igual+lab en 2021, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['proyectos', 'futuros', 'lineas', 'estrategicas', 'investigacion', 'puesto', 'marcha', 'laboratorio', 'investigacion', 'iguallab', '2021', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
628,"PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN","Aplicación de la tecnología blockchain a la administración regional como herramienta que fomente la innovación y la transformación digital, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['aplicacion', 'tecnologia', 'blockchain', 'administracion', 'regional', 'como', 'herramienta', 'fomente', 'innovacion', 'transformacion', 'digital', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
629,"PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN","Las nuevas tecnologías en las zonas rurales e implantación que tiene la fibra óptica en la gomera, dirigida al gobierno.","['tecnologias', 'zonas', 'rurales', 'implantacion', 'fibra', 'optica', 'gomera', 'dirigida', 'gobierno']"
630,"PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN","Previsión de ayudas o financiación para la activación de proyectos de nuevas tecnologías, como el smart island, dirigida a la sra. consejera de economía, conocimiento y empleo.","['prevision', 'ayudas', 'financiacion', 'activacion', 'proyectos', 'tecnologias', 'como', 'smart', 'island', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
631,DERECHO,"Implementación del archivo judicial, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['implementacion', 'archivo', 'judicial', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
632,DERECHO,"El desarrollo pleno del expediente judicial electrónico, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['desarrollo', 'pleno', 'expediente', 'judicial', 'electronico', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
633,DERECHO,"El expediente para el concurso de ideas de la nueva sede judicial de los llanos de aridane, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['expediente', 'concurso', 'ideas', 'sede', 'judicial', 'llanos', 'aridane', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
634,DERECHO,"Protocolo de control o de seguimiento de las medidas judiciales sobre menores escolarizados en enseñanzas no universitarias y coordinación entre la fiscalía de menores y los juzgados especializados, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['protocolo', 'control', 'seguimiento', 'medidas', 'judiciales', 'menores', 'escolarizados', 'enseñanzas', 'universitarias', 'coordinacion', 'fiscalia', 'menores', 'juzgados', 'especializados', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
